1.5105873415633e-07,3.0211746833953e-07,4.531762025496e-07,6.04234936786541e-07,7.55293671050352e-07,9.06352405341033e-07,1.05741113965858e-06,1.20846987400301e-06,1.3595286083743e-06,1.51058734277246e-06,1.66164607719749e-06,1.81270481164939e-06,1.96376354612817e-06,2.11482228063381e-06,2.26588101516632e-06,2.4169397497257e-06,2.56799848431196e-06,2.71905721892508e-06,2.87011595356507e-06,3.02117468823194e-06
0.0157470163724685,0.015747032744937,0.0157470491174054,0.0157470654898739,0.0157470818623424,0.0157470982348109,0.0157471146072794,0.0157471309797478,0.0157471473522163,0.0157471637246848,0.0157471800971533,0.0157471964696217,0.0157472128420902,0.0157472292145587,0.0157472455870272,0.0157472619594957,0.0157472783319642,0.0157472947044326,0.0157473110769011,0.0157473274493696
258.180000002199,258.180000004399,258.180000006598,258.180000008797,258.180000010997,258.180000013196,258.180000015395,258.180000017595,258.180000019794,258.180000021993,258.180000024193,258.180000026392,258.180000028591,258.180000030791,258.18000003299,258.180000035189,258.180000037389,258.180000039588,258.180000041787,258.180000043987
138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41,138.41
2.06499383435218e-39,1.65199508338788e-38,5.57548346011733e-38,1.32159609216013e-37,2.5812423923536e-37,4.4603868969336e-37,7.08292926101344e-37,1.05727691444782e-36,1.5053806211985e-36,2.06499401329626e-36,2.74850705816116e-36,3.56830972369046e-36,4.5367919782586e-36,5.66634379071718e-36,6.96935513039503e-36,8.45821596709812e-36,1.01453162711096e-35,1.20430460131899e-35,1.41637951645765e-35,1.65199536969841e-35
4.03160505157793e-35,3.22528404132631e-34,1.08853336396922e-33,2.58022723316339e-33,5.0395063148722e-33,8.70826691227188e-33,1.38284053285578e-32,2.06418178669447e-32,2.93904008306663e-32,4.03160505229756e-32,5.36606632471447e-32,6.96661353064651e-32,8.85743630042474e-32,1.10627242643821e-31,1.36066670528536e-31,1.65134542961759e-31,1.98072756246878e-31,2.35123206687299e-31,2.76527790586449e-31,3.22528404247772e-31
1.43816357346085e-26,5.7526542938434e-26,1.29434721611477e-25,2.30106171753736e-25,3.59540893365213e-25,5.17738886445906e-25,7.04700150995817e-25,9.20424687014944e-25,1.16491249450329e-24,1.43816357346085e-24,1.74017792388763e-24,2.07095554578362e-24,2.43049643914884e-24,2.81880060398327e-24,3.23586804028691e-24,3.68169874805978e-24,4.15629272730186e-24,4.65964997801315e-24,5.19177050019367e-24,5.7526542938434e-24
1.85892197616347e-08,3.71784395232693e-08,5.5767659284904e-08,7.43568790465387e-08,9.29460988081733e-08,1.11535318569808e-07,1.30124538331443e-07,1.48713758093077e-07,1.67302977854712e-07,1.85892197616347e-07,2.04481417377981e-07,2.23070637139616e-07,2.41659856901251e-07,2.60249076662885e-07,2.7883829642452e-07,2.97427516186155e-07,3.16016735947789e-07,3.34605955709424e-07,3.53195175471059e-07,3.71784395232693e-07
1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7,1424.7
4.98561877105728e-11,9.97137628406845e-11,1.49572725392181e-10,1.99433075366909e-10,2.49294812766714e-10,2.99157937593443e-10,3.49022449848941e-10,3.98888349535054e-10,4.4875563665363e-10,4.98624311206514e-10,5.48494373195553e-10,5.98365822622592e-10,6.48238659489478e-10,6.98112883798056e-10,7.47988495550175e-10,7.97865494747679e-10,8.47743881392414e-10,8.97623655486228e-10,9.47504817030966e-10,9.97387366028475e-10
97.9860000552458,97.9860001104917,97.9860001657376,97.9860002209836,97.9860002762296,97.9860003314757,97.9860003867217,97.9860004419679,97.9860004972141,97.9860005524603,97.9860006077066,97.9860006629529,97.9860007181992,97.9860007734456,97.9860008286921,97.9860008839385,97.9860009391851,97.9860009944316,97.9860010496783,97.9860011049249
21.6060169468975,21.6060338937952,21.606050840693,21.6060677875911,21.6060847344895,21.606101681388,21.6061186282867,21.6061355751856,21.6061525220848,21.6061694689841,21.6061864158837,21.6062033627834,21.6062203096834,21.6062372565836,21.606254203484,21.6062711503846,21.6062880972854,21.6063050441864,21.6063219910876,21.606338937989
33.3891320626396,33.3892641253859,33.3893961882387,33.3895282511981,33.3896603142642,33.3897923774368,33.389924440716,33.3900565041019,33.3901885675943,33.3903206311934,33.3904526948991,33.3905847587114,33.3907168226304,33.3908488866559,33.3909809507881,33.3911130150269,33.3912450793723,33.3913771438244,33.3915092083831,33.3916412730484
